state_fips,state_abb,state_name,year,n_obs,n_weighted,n_immigrants,immigrant_share,mean_earn,mean_ln_earn,median_earn,share_college,share_female,mean_age
25,MA,Massachusetts,2010,143,344502.69,76118.68,0.22095235308612537,994.2663635224445,6.596906325351798,800,0.4843133735762702,0.5140311966794803,44.78261243765615
25,MA,Massachusetts,2020,211,475220.5326,108081.5692,0.22743455256167103,1384.8285507615713,7.017002662365913,1300,0.6386123462292504,0.45680327533894943,42.322911074276256
26,MI,Michigan,2000,399,905179.63,56256.12,0.06214912282106923,757.8311753215215,6.3814380703185325,640,0.3137962240710167,0.4416656172432868,41.779032665593675
26,MI,Michigan,2010,266,594822.91,71796.04,0.12070153787452469,835.1693437127362,6.481036759394821,743.5,0.39282128524605753,0.5383886272974926,44.30214164077842
26,MI,Michigan,2020,209,665236.2349,67722.8444,0.10180269932256511,1189.8822700114767,6.881712318012399,1003,0.41327929970821253,0.5151959997361232,41.2074499339633
27,MN,Minnesota,2000,178,446887.5,25988.8,0.05815512852787334,713.6320920589634,6.358304052586914,617.5,0.32827928729266315,0.43397664960420684,41.24106514503091
27,MN,Minnesota,2010,320,406097.27999999997,40205.77,0.09900526790034152,839.6839981297093,6.490147384694783,720,0.4165540581803454,0.5252088612856506,44.40506880518875
27,MN,Minnesota,2020,136,378869.5901,27471.0279,0.07250787241263996,1157.8394857814164,6.842792392155776,960,0.5276093543090621,0.5820077951935895,45.12271443529613
28,MS,Mississippi,2000,128,229643.79,0,0,578.3516019745189,6.178037511501051,500,0.3367582463257552,0.517274775860475,41.214241848211955
28,MS,Mississippi,2010,89,146201.19,1878.6100000000001,0.012849485014451661,810.1783065514036,6.425242503963181,650,0.2953590870224791,0.47475749000401435,44.002627338395804
28,MS,Mississippi,2020,169,175256.8993,4839.8119,0.027615528514602677,892.704657203758,6.593002031603587,756,0.3279860589203064,0.48293645179194383,44.97908336268278
29,MO,Missouri,2000,145,538046.06,23759.14,0.04415818972821769,629.6246186432439,6.260142897238004,500,0.21697711158780714,0.4952642716127314,40.70102883013398
29,MO,Missouri,2010,175,327720.07,24938.71,0.07609759756245627,846.8331952632624,6.527584420127494,720,0.3182115761173858,0.4615204982715889,44.45969577023464
29,MO,Missouri,2020,132,436114.9376,34205.9381,0.07843331000822844,1124.453161752238,6.817676727254103,880,0.4137526471645442,0.49879158117605366,44.120573800084394
30,MT,Montana,2000,131,73848.8,1811.5700000000002,0.024530798063069407,539.547044230915,6.083519060165715,500,0.3220611573918601,0.5117491414890966,41.19324105469554
30,MT,Montana,2010,93,58364.73,4118.57,0.07056607646433041,750.3852773755657,6.383612925167412,625,0.4405170725539208,0.5186707794244915,44.268715883719494
30,MT,Montana,2020,159,69360.5588,2411.4419000000003,0.034766759981754936,909.2553558680384,6.5750268716388325,740,0.32417501947807265,0.4587632690756234,42.830817385225565
31,NE,Nebraska,2000,142,128684.27,11080.41,0.08610539578769029,583.175755436154,6.202506040924911,482.5,0.3372855905387659,0.5247602523602923,44.078492654929775
31,NE,Nebraska,2010,198,132175.94,8817.62,0.06671123352707006,839.7028494747228,6.514406983399248,696,0.39921660477693593,0.5281658674037045,43.408171184559
31,NE,Nebraska,2020,163,154876.6555,9190.4689,0.05934056924414926,1145.1991333322667,6.8667052906478165,923,0.4437503894833266,0.4917731058571316,43.53794985261675
32,NV,Nevada,2000,130,141604.09,26517.84,0.18726747228840637,628.9832941266033,6.224047853541871,480,0.22844834495952768,0.5260818384553723,43.021504392987524
32,NV,Nevada,2010,161,138980.41999999998,41214.52,0.29654911101866005,757.1583246762386,6.443681609319503,640,0.24147408678143298,0.46462170714407114,42.3300006576466
32,NV,Nevada,2020,149,232657.111,52492.4536,0.22562153107798197,1122.0524961044496,6.8354576241938405,878,0.30522803147847904,0.4128101728212382,43.46565102323479
33,NH,New Hampshire,2000,127,110072.47,8267.22,0.07510706355549211,710.4408632785292,6.3131234862627394,615,0.3329017691708017,0.4837993550976007,42.47840672604149
33,NH,New Hampshire,2010,264,104234.66,8989.18,0.08623983615430798,958.7636878174687,6.624803248259743,865,0.42536733942433347,0.5085588613230954,45.42962283371001
33,NH,New Hampshire,2020,137,93877.968,11198.3039,0.11928575083772586,1193.0538205780083,6.847145752976459,1153,0.4047894666829602,0.4664275956633403,45.226894643693186
34,NJ,New Jersey,2000,377,753870.67,216979.63,0.2878207610862484,739.7472197850594,6.397241425591889,640,0.3134040219392008,0.4741439271009177,41.14714432384005
34,NJ,New Jersey,2010,258,508170.09,181714.28,0.35758554778381385,1098.7499037969746,6.7414761558603225,880,0.40269819894358594,0.46154011150085594,44.08174829809444
34,NJ,New Jersey,2020,192,599225.7416,188635.3815,0.31479852817457804,1447.2784298776194,7.0544222133117716,1277.5,0.6009190672258663,0.4947040128958306,43.71664280485243
35,NM,New Mexico,2000,132,109696.17,7670.3099999999995,0.06992322521378823,629.2833945797744,6.2204887508488715,500,0.3815281791515602,0.47067550307362604,44.07266552697328
35,NM,New Mexico,2010,57,67646.04,13095.460000000001,0.1935879764728283,930.5602897080155,6.580247760577885,650,0.46026419284853926,0.47716289083588637,46.132779834562385
35,NM,New Mexico,2020,114,89150.8132,12526.3264,0.1405071468265642,1073.5019491454284,6.749595325616241,812,0.395957379780805,0.4828308935717032,44.00965826411553
36,NY,New York,2000,709,1497184.07,467791.52999999997,0.3124475736640719,735.554335232808,6.340636389759842,580,0.35944302426354297,0.492394472244151,41.64941976706979
36,NY,New York,2010,479,1111844.19,301947.35,0.2715734387207618,971.5450802328697,6.640520528848794,769,0.3959655264286626,0.5255518941012769,44.002394103439975
36,NY,New York,2020,349,1145168.2406,438389.4901,0.3828166679424414,1260.0646010628632,6.9115307660149234,1038,0.545172258421083,0.5195819807998263,42.18087901397918
